,male,female
7882,япякт,япяктка
7883,юмесвюк,юмесвюца
7884,аракмырюр,аракмырюрша
7885,кутар,кутарка
7886,дожунец,дожунка
7887,ёрехфик,ёрехфица
7888,едыртор,едырторша
7889,еволютень,еволютеньница
7890,изикмацир,изикмацирша
7891,овялемевь,овялемевьница
7892,левука,левучица
7893,эдьтэрибт,эдьтэрибтка
7894,одцтдюннек,одцтдюннеца
7895,аскетчяхест,аскетчяхестка
7896,рёдакец,рёдакщица
7897,квялынчист,квялынчистка
7898,аратафин,аратафка
7899,эркюч,эркючка
7900,ывялюбианер,ывялюбианерка
7901,ельтурибт,ельтурибтка
7902,еамрюк,еамрюца
7903,опохбыр,опохбырша
7904,ыщоин,ыщойка
7905,азхир,азхирша
7906,вашёр,вашёрка
7907,сепок,сепоца
7908,увмихиц,увмихица
7909,митёка,митёчица
7910,укяжащин,укяжащка
7911,итешюсзвенфик,итешюсзвенфица
7912,угий,угенка
7913,еренюдчык,еренюдчыца
7914,кёэфд,кёэфдесса
7915,ирсуозкрыватель,ирсуозркрывательница
7916,озашынин,озашынка
7917,южыстгик,южыстгица
7918,азвадрик,азвадрица
7919,ёфшубняк,ёфшубняца
7920,рязёщель,рязёщельница
7921,ёрналышт,ёрналыштка
7922,рюсжюлнюк,рюсжюлнюца
7923,охпар,охпарша
7924,тязлук,тязлуца
7925,мжалатор,мжалатрица
7926,мыюрд,мыюрдесса
7927,канц,канцесса
7928,ютяшёсцвонник,ютяшёсцвонница
7929,аямпяк,аямпяца
7930,тирвэк,тирвэца
7931,улсмоцурщык,улсмоцурщыца
7932,ёнёрибт,ёнёрибтка
7933,ёфькурост,ёфькуростка
7934,анкёзчок,анкёзчоца
7935,ёпомь,ёпомева
7936,ётатозь,ётатозьница
7937,ребэтышь,ребэтышьница
7938,ырыжащин,ырыжащка
7939,эфхяч,эфхячка
7940,фушоарт,фушоартка
7941,трыпщёлер,трыпщёлерша
7942,ыфафюност,ыфафюностка
7943,нулерь,нулерка
7944,ёвэрнатер,ёвэрнатерша
7945,уколь,укольница
7946,ыфен,ыфина
7947,осюзтщик,осюзтщица
7948,трюпнезер,трюпнезерша
7949,эртелян,эртелянка
7950,тялитоль,тялитольница
7951,немтик,немтица
7952,песнитер,песнитерша
7953,моднёк,моднёца
7954,риповщук,риповщуца
7955,ёзлюдатучь,ёзлюдатучьница
7956,нунапь,нунапка
7957,ежетшик,ежетшица
7958,арчечон,арчечонка
7959,омюцёнин,омюцёнка
7960,ютэтярь,ютэтярьница
7961,ёкузнак,ёкузнаца
7962,эезмвик,эезмвица
7963,еворюдаонур,еворюдаонурка
7964,ёкхевящь,ёкхевящша
7965,тёкик,тёкица
7966,риходнэк,риходнэца
7967,етпущетель,етпущетельница
7968,дёстузнак,дёстузнаца
7969,амрар,амрарша
7970,ибернюзор,ибернюзорша
7971,иыщлонегт,иыщлонегтка
7972,омлошмюк,омлошмюца
7973,тёебд,тёебдесса
7974,рэступнёк,рэступнёца
7975,озячик,озячица
7976,ёщэт,ёщэтка
7977,ёхкяр,ёхкярша
7978,дпюрант,дпюрантка
7979,амёфэр,амёфэрка
7980,иотцоност,иотцоностка
7981,впюдетор,впюдетрица
7982,артёжун,артёжунка
7983,гыштлмён,гыштлмёнка
7984,эмзожолец,эмзожолка
7985,аштяр,аштярица
7986,бяхозь,бяхозка
7987,ыгричт,ыгричтка
7988,аффилуц,аффилуца
7989,ыхдер,ыхдерша
7990,алчэр,алчэрша
7991,пужырь,пужырка
7992,рохдюцин,рохдюцка
7993,епорфяр,епорфярша
7994,ызлыр,ызлырша
7995,ражшыжин,ражшыжка
7996,ёхильпик,ёхильпица
7997,мёюрд,мёюрдесса
7998,щофнак,щофнаца
7999,аблыхацыль,аблыхацыльница
8000,одшыбцёк,одшыбцёца
8001,ётлмофюрщик,ётлмофюрщица
8002,овехытець,овехытецьница
8003,озчыйпик,озчыйпица
8004,рыхюванин,рыхюванка
8005,ывелатючь,ывелатючьница
8006,упчаг,упчага
8007,жмалынгогт,жмалынгогтка
8008,ёржелист,ёржелистка
8009,олейбысифт,олейбысифтка
8010,ёрпитететь,ёрпитететьница
8011,ынвон,ынвонья
8012,ювбойник,ювбойница
8013,фыцыка,фыцычица
8014,азвёцчик,азвёцчица
8015,двырюнвист,двырюнвистка
8016,терер,терерка
8017,еркэоскрыватель,еркэосркрывательница
8018,ёсебюк,ёсебюца
8019,элрятюрь,элрятюрша
8020,уцёжт,уцёжтка
8021,ищэтиль,ищэтильница
8022,эррён,эррёнья
8023,ужшеблык,ужшеблыца
8024,ёрыштор,ёрыштриса
8025,умжыр,умжырша
8026,одгщвебнок,одгщвебноца
8027,ыехник,ыехница
8028,пысевёрь,пысевёрьница
8029,ашерыкт,ашерыктка
8030,нёладщяк,нёладщяца
8031,щопмёкяц,щопмёкяца
8032,тежемсяк,тежемсяца
8033,бервыофкрыватель,бервыофркрывательница
8034,зцывец,зцывчиха
8035,шадцир,шадцивщица
8036,хилемоныст,хилемоныстка
8037,чебёщювь,чебёщювьница
8038,лняфец,лняфчиха
8039,омогум,омогумка
8040,ррагонин,ррагонка
8041,шёзсымошец,шёзсымошка
8042,вёжящик,вёжящица
8043,ёсотток,ёсоттоца
8044,цеашлоныст,цеашлоныстка
8045,птэвомнэк,птэвомнэца
8046,алрэхолэк,алрэхолэчка
8047,няимдик,няимдица
8048,дрюкицытёль,дрюкицытёльница
8049,полэнчек,полэнчеца
8050,щэтетивь,щэтетивьница
8051,впецёка,впецёчица
8052,ёканом,ёканомка
8053,кхучлёк,кхучлёца
8054,вёчосипедетт,вёчосипедеттка
8055,корнунец,корнунеца
8056,рочствюнлак,рочствюнлаца
8057,ичэпэгь,ичэпэгьница
8058,вар,варовка
8059,кеяшняк,кеяшняца
8060,прюнежацин,прюнежацка
8061,фохкуч,фохкучка
8062,слрязтизёр,слрязтизёрша
8063,мофечнак,мофечнаца
8064,ювюжер,ювюжерка
8065,ыхтер,ыхтриса
8066,дазчойнек,дазчойнеца
8067,пятипэктвенник,пятипэктвенница
8068,сялодчяк,сялодчяца
8069,акротусуфь,акротусуфьница
8070,сякрязирь,сякрязирша
8071,жызвафчик,жызвафчица
8072,цоращтор,цоращтриса
8073,наезрнюк,наезрнюца
8074,зомж,зомжиха
8075,тирнижяст,тирнижястка
8076,жигочёст,жигочёстка
8077,зизадаль,зизадалыня
8078,рукёднёк,рукёднёца
8079,жудемсэк,жудемсэца
8080,хпяф,хпяфиня
8081,амёфюр,амёфюрка
8082,зкотёжь,зкотёжьница
8083,гоккюст,гоккюстка
8084,жотнацефт,жотнацефтка
8085,повефэгаль,повефэгальница
8086,магхюр,магхюрица
8087,смячнэк,смячнэца
8088,ыпюратижлк,ыпюратижлица
8089,жокедэщь,жокедэщыня
8090,фолецоныст,фолецоныстка
8091,гюслитятыль,гюслитятыльница
8092,удошярь,удошярьница
8093,тзевнук,тзевнуца
8094,бёсфецбэлыжт,бёсфецбэлыжтка
8095,памоглек,памоглеца
8096,кемчэпёлец,кемчэпёлка
8097,ревелекиэхер,ревелекиэхерка
8098,кылватёр,кылватёрша
8099,ёзитнук,ёзитнуца
8100,тудяшщек,тудяшщеца
8101,недсматирвик,недсматирвица
8102,бёгёх,бёгёхиня
8103,хёдёхник,хёдёхница
8104,гперлсмын,гперлсмынка
8105,чилчён,чилчёнья
8106,рерёляциыгер,рерёляциыгерка
8107,нёшосфнык,нёшосфныца
8108,зювофчёк,зювофчёца
8109,хобютхик,хобютхица
8110,едювэант,едювэантка
8111,вяямник,вяямница
8112,ничильмык,ничильмыца
8113,левулоцияжер,левулоцияжерка
8114,чисутизь,чисутизьница
8115,пецежещчюк,пецежещчюца
8116,сшяртсшен,сшяртсшенка
8117,фадуксор,фадуксриса
8118,бошурнэк,бошурнэца
8119,пузыин,пузыйка
8120,умежек,умежеца
8121,птихнык,птихныца
8122,жютужь,жютужьница
8123,пезуин,пезуйка
8124,кедэцнюк,кедэцнюца
8125,шоцолоталь,шоцолотальница
8126,елылун,елылунша
8127,окэбём,окэбёмка
8128,грусатекь,грусатекьница
8129,жегёрёст,жегёрёстка
8130,пивулитёчь,пивулитёчьница
8131,люлядчак,люлядчаца
8132,кярбылац,кярбылаца
8133,экумом,экумомка
8134,кязяльфик,кязяльфица
8135,рнэхагь,рнэхагка
8136,нократюрь,нократюрша
8137,гпабарель,гпабарельница
8138,вохзыр,вохзырша
8139,препыдаватызь,препыдаватызьница
8140,стядупт,стядуптка
8141,вёлосыфэмест,вёлосыфэместка
8142,прыфираватель,прыфиравательница
8143,жясёин,жясёйка
8144,ыпыбятивнк,ыпыбятивница
8145,нюёжник,нюёжница
8146,цюрольщак,цюрольщаца
8147,ёкротитёвь,ёкротитёвьница
8148,шяскарур,шяскарурша
8149,пехалёль,пехалёльница
8150,тюрегщяк,тюрегщяца
8151,собряг,собряга
8152,ишялщюк,ишялщюца
8153,нилуфчик,нилуфчица
8154,наышдкяк,наышдкяца
8155,лачнок,лачноца
8156,шудуснок,шудусноца
8157,укросющаль,укросющальница
8158,расмозчак,расмозчаца
8159,ибробат,ибробатка
8160,феыздняк,феыздняца
8161,прюпетавёщаль,прюпетавёщальница
8162,пеюздпок,пеюздпоца
8163,ёжёшэк,ёжёшэца
8164,нурикмэхор,нурикмэхорша
8165,укжитубель,укжитубельница
8166,алкагобяк,алкагобячка
8167,ёвокан,ёвоканша
8168,сумящек,сумящеца
8169,фищусник,фищусница
8170,рофсхвенник,рофсхвенница
8171,эзэвим,эзэвимка
8172,ышяном,ышяномка
8173,изрозет,изрозетка
8174,фюбёсдак,фюбёсдаца
8175,пугяшястзенник,пугяшястзенница
8176,фыкосфик,фыкосфица
8177,зазиин,зазийка
8178,шлашыка,шлашычица
8179,танатяр,танатярка
8180,ихяннук,ихяннуца
8181,гаждёлэбщык,гаждёлэбщыца
8182,хэр,хэровка
8183,кобульдук,кобульдуца
8184,ёфёцяимт,ёфёцяимтка
8185,ялчигярик,ялчигяричка
8186,имугэк,имугэца
8187,птуррук,птурруца
8188,ычонык,ычоныца
8189,тровнук,тровнуца
8190,ызталёнгист,ызталёнгистка
8191,ыкрялэмель,ыкрялэмельница
8192,пюшивудщик,пюшивудщица
8193,факесхак,факесхаца
8194,нафельнек,нафельнеца
8195,чадежнук,чадежнуца
8196,ёфоням,ёфонямка
8197,прюбэтэзь,прюбэтэзьница
8198,прюжежофин,прюжежофка
8199,стэажд,стэаждесса
8200,хэчтяр,хэчтярша
8201,рэволяфяофёр,рэволяфяофёрка
8202,телегруфецт,телегруфецтка
8203,эдемем,эдемемка
8204,юмпэбэфор,юмпэбэфрица
8205,огэр,огэриха
8206,репюдавютопь,репюдавютопьница
8207,оксокалец,оксокалка
8208,рокенец,рокенка
8209,имэтёль,имэтёльница
8210,оепнек,оепнеца
8211,амазтшук,амазтшуца
8212,тюнёр,тюнёрка
8213,едявпэк,едявпэца
8214,ибитёгь,ибитёгьница
8215,охик,охица
8216,вист,вистка
8217,лещык,лещыца
8218,итарист,итаристка
8219,мохапь,мохапка
8220,ыбейбюлерт,ыбейбюлертка
8221,яннусипт,яннусиптка
8222,бэччык,бэччыца
8223,ёжатин,ёжатка
8224,очзальэн,очзальэнша
8225,уфнюлыст,уфнюлыстка
8226,резь,региня
8227,оряжэкин,оряжэкка
8228,аивнюк,аивнюца
8229,акэтанин,акэтанка
8230,рювхак,рювхаца
8231,ёбагнек,ёбагнеца
8232,ебнек,ебнеца
8233,ехдин,ехдинья
8234,анен,анина
8235,арисмохер,арисмохерша
8236,лючпук,лючпуца
8237,лурюк,лурюца
8238,ёнылитонь,ёнылитоньница
8239,адегнюк,адегнюца
8240,едтах,едташка
8241,фициубт,фициубтка
8242,апюсчик,апюсчица
8243,офыснук,офыснуца
8244,олпын,олпынья
8245,урегщык,урегщыца
8246,ений,ененка
8247,екыгрифист,екыгрифистка
8248,биржык,биржыца
8249,эдсмочарщик,эдсмочарщица
8250,акюстняк,акюстняца
8251,яжшек,яжшеца
8252,вепоровыталь,вепоровытальница
8253,рисгоцнук,рисгоцнуца
8254,ёжячщик,ёжячщица
8255,фыподиватоль,фыподиватольница
8256,втяст,втястка
8257,ирфеоркрыватель,ирфеорркрывательница
8258,убэмнотэр,убэмнотэрша
8259,имныцт,имныцтка
8260,тёчщюк,тёчщюца
8261,опельмак,опельмаца
8262,пёлнок,пёлноца
8263,фюциапт,фюциаптка
8264,азкидур,азкидурша
8265,евэлюцуацер,евэлюцуацерка
8266,игётьник,игётьница
8267,кывер,кыверка
8268,юскетбэлечт,юскетбэлечтка
8269,дачлэк,дачлэца
8270,ёкежанин,ёкежанка
8271,ырюгщик,ырюгщица
8272,алтольон,алтольонша
8273,эремрак,эремраца
8274,игёлыхт,игёлыхтка
8275,бехяка,бехячица
8276,кижоцатёль,кижоцатёльница
8277,агогист,агогистка
8278,ихвэр,ихвэрша
8279,июмляк,июмляца
8280,ювдоромщик,ювдоромщица
8281,абыкмюхер,абыкмюхерша
8282,ганюк,ганюца
8283,емэмяст,емэмястка
8284,урдисовщак,урдисовщаца
8285,мепядаваталь,мепядаватальница
8286,уревэфзак,уревэфзаца
8287,ёщютепь,ёщютепьница
8288,ёмыцчник,ёмыцчница
8289,ёстак,ёстаца
8290,лкынолик,лкыноличка
8291,спёвёнт,спёвёнтка
8292,ряпыдатацюль,ряпыдатацюльница
8293,ямец,ямица
8294,ийцяк,ийцяца
8295,ебищник,ебищница
8296,обыпанин,обыпанка
8297,оберкяцор,оберкяцорша
8298,чеэрд,чеэрдесса
8299,юрмизёц,юрмизёца
8300,ёэхднок,ёэхдноца
8301,екдеробщук,екдеробщуца
8302,ерюводгук,ерюводгуца
8303,кволетоль,кволетольница
8304,фечбэк,фечбэца
8305,рёжгудин,рёжгудка
8306,ещнёгюст,ещнёгюстка
8307,ижсяр,ижсярша
8308,эбвюдаталь,эбвюдатальница
8309,юкзутерь,юкзутерша
8310,азбуйщек,азбуйщеца
8311,чылёк,чылёца
8312,эральтек,эральтеца
8313,ценошыщт,ценошыщтка
8314,очий,оченка
8315,ыгэфёст,ыгэфёстка
8316,ёберакюль,ёберакюльница
8317,ёкожянин,ёкожянка
8318,ежёзтэр,ежёзтэрша
8319,ладыгщок,ладыгщоца
8320,юошнюк,юошнюца
8321,еречодкык,еречодкыца
8322,ощироляль,ощироляльница
8323,лэжц,лэжцесса
8324,кикмомюлец,кикмомюлка
8325,восфутятиль,восфутятильница
8326,ёетлунэнт,ёетлунэнтка
8327,умобнук,умобнуца
8328,хюыт,хюытесса
8329,убёдщок,убёдщоца
8330,гыроцюнин,гыроцюнка
8331,киуздсэк,киуздсэца
8332,щотюшнок,щотюшноца
8333,сябючрак,сябючраца
8334,похюр,похюриха
8335,тосых,тосыхиня
8336,гекяшюнин,гекяшюнка
8337,пюревэрцэк,пюревэрцэца
8338,фэцытыст,фэцытыстка
8339,смэнёвост,смэнёвостка
8340,цюрактор,цюрактриса
8341,очюдик,очюдица
8342,вёртинын,вёртинынка
8343,юкчер,юкчриса
8344,кетюль,кетюлева
8345,выспетяпель,выспетяпельница
8346,рёволарионыр,рёволарионырка
8347,уссерынт,уссерынтка
8348,ёррюлит,ёррюлитка
8349,рэнат,рэнатка
8350,пёдожник,пёдожница
8351,цебэт,цебэтка
8352,офижэажт,офижэажтка
8353,псироцатель,псироцательница
8354,гутышествецник,гутышествецница
8355,кешен,кешина
8356,юкещер,юкещерка
8357,ярюпудец,ярюпудка
8358,зямодрук,зямодруца
8359,сырмолец,сырмолеца
8360,гар,гаровка
8361,якотфяк,якотфяца
8362,зювошчак,зювошчаца
8363,нёмэнист,нёмэнистка
8364,сарикмяхор,сарикмяхорша
8365,ёчёзюк,ёчёзюца
8366,фофют,фофютка
8367,пэтекыктвыннык,пэтекыктвынныца
8368,нэбмададель,нэбмададельница
8369,ороном,орономка
8370,шечефонист,шечефонистка
8371,биумлонянт,биумлонянтка
8372,фалирюст,фалирюстка
8373,дыын,дыытельница
8374,мёгведчёк,мёгведчёца
8375,щюбечдёк,щюбечдёца
8376,кэцмитоц,кэцмитоца
8377,воспютётакь,воспютётакьница
8378,гтяч,гтячиха
8379,хорвоыткрыватель,хорвоытркрывательница
8380,зозбюймик,зозбюймица
8381,щётрэг,щётрэга
8382,щарен,щарина
8383,слёчлык,слёчлыца
8384,пергеажкрыватель,пергеажркрывательница
8385,вонбиласт,вонбиластка
8386,думэль,думэльница
8387,ячёзэнь,ячёзэньница
8388,гсёбятель,гсёбятельница
8389,зятец,зятица
8390,ювомин,ювоминша
8391,ёчэшярь,ёчэшярьница
8392,пячтизен,пячтизенка
8393,бралывец,бралывщица
8394,кёлкютер,кёлкютерша
8395,зыкротёрь,зыкротёрша
8396,таб,табыня
8397,рыволэвианер,рыволэвианерка
8398,агутдак,агутдаца
8399,наещбнёк,наещбнёца
8400,ехалям,ехалямка
8401,гархерёфщок,гархерёфщоца
8402,сынуфнук,сынуфнуца
8403,нирэнщик,нирэнщица
8404,биданин,биданка
8405,цорюльщик,цорюльщица
8406,этяком,этякомка
8407,чюлцюн,чюлцюнья
8408,ярёним,ярёнимка
8409,укехер,укехерка
8410,пювалитезь,пювалитезьница
8411,прохощамин,прохощамка
8412,кумсызилец,кумсызилка
8413,фитлесист,фитлесистка
8414,дашдирюбщак,дашдирюбщаца
8415,иртоцт,иртоцтка
8416,шяхцёр,шяхцёвщица
8417,асрэронт,асрэронтка
8418,юкушэр,юкушэрка
8419,ёмпер,ёмперша
8420,ператювнк,ператювница
8421,искытболаст,искытболастка
8422,ищий,ищенка
8423,ыспирынт,ыспирынтка
8424,сыбечнок,сыбечноца
8425,кискыр,кискырша
8426,кымжюмюлец,кымжюмюлка
8427,хюрвэоткрыватель,хюрвэотркрывательница
8428,пюпец,пюпица
8429,ючитёль,ючитёльница
8430,сэстир,сэстирица
8431,фиэн,фиэтельница
8432,окушёр,окушёрка
8433,зюривудчик,зюривудчица
8434,хыут,хыутесса
8435,хёзяин,хёзяйка
8436,меет,меетесса
8437,жээн,жээтельница
8438,супгёг,супгёга
8439,ыфацыынт,ыфацыынтка
8440,шомэщик,шомэщица
8441,араженец,араженка
8442,гетель,гетельница
8443,фятдялэст,фятдялэстка
8444,грёбитяль,грёбитяльница
8445,вяан,вяательница
8446,тачнисост,тачнисостка
8447,кенат,кенатка
8448,нуизщняк,нуизщняца
8449,этяман,этяманша
8450,рёщбейнэк,рёщбейнэца
8451,пэвэликаль,пэвэликальница
8452,экеним,экенимка
8453,шипортыр,шипортырша
8454,собочняк,собочняца
8455,цопальщэк,цопальщэца
8456,фотутюль,фотутюльница
8457,предавец,предавщица
8458,зувадчек,зувадчеца
8459,равёлюцюонэр,равёлюцюонэрка
8460,питушысмвеннок,питушысмвенноца
8461,ючынок,ючыноца
8462,сёпряг,сёпряга
8463,пёэмнек,пёэмнеца
8464,хемсомулец,хемсомулка
8465,пигикмахэр,пигикмахэрша
8466,кярмюмёц,кярмюмёца
8467,урешянец,урешянка
8468,укрятятель,укрятятельница
8469,пюыт,пюытесса
8470,парвызын,парвызынка
8471,себутер,себутерка
8472,жумнаст,жумнастка
8473,пристяпвик,пристяпвица
8474,пямошяк,пямошяца
8475,ёрежисец,ёрежиска
8476,буётлогуст,буётлогустка
8477,револацианяр,револацианярка
8478,оксямялец,оксямялка
8479,еслух,еслушка
8480,емпюр,емпюрша
8481,адевец,адевщица
8482,абёталь,абётальница
8483,амюн,амюнша
8484,ёдака,ёдачица
8485,сэдёрь,сэдёрыня
8486,очялятыль,очялятыльница
8487,эязднёк,эязднёца
8488,ёрдорогщак,ёрдорогщаца
8489,ястых,ястышка
8490,афен,афина
8491,уэхняк,уэхняца
8492,утгелист,утгелистка
8493,ыроль,ыролева
8494,анёх,анёхиня
8495,умящяк,умящяца
8496,асядюрь,асядюрыня
8497,енютур,енютурка
8498,ожяр,ожяриха
8499,ворэнин,ворэнка
8500,юшен,юшина
8501,чихык,чихыца
8502,нябырь,нябырка
8503,аксюст,аксюстка
8504,ежнок,ежноца
8505,юсщёх,юсщёшка
8506,еемжяк,еемжяца
8507,иракмахэр,иракмахэрша
8508,ытиль,ытильница
8509,изоин,изойка
8510,юзняст,юзнястка
8511,енях,еняхиня
8512,анят,анятка
8513,инцир,инцивщица
8514,ёлшэкнек,ёлшэкнеца
8515,яздуйнэк,яздуйнэца
8516,игуряст,игурястка
8517,ювёлутувь,ювёлутувьница
8518,эскодыр,эскодырша
8519,юлёсёпедивт,юлёсёпедивтка
8520,ёзыин,ёзыйка
8521,ивялициюнюр,ивялициюнюрка
8522,яйсэк,яйсэца
8523,эмец,эмица
8524,итотуть,итотутьница
8525,ызводчик,ызводчица
8526,чюнюк,чюнюца
8527,юпрыг,юпрыга
8528,ысяраль,ысяральница
8529,осен,осина
8530,ибёмнытор,ибёмныторша
8531,яхитар,яхитарка
8532,аиздщек,аиздщеца
8533,уволяпииняр,уволяпиинярка
8534,юлтых,юлтышка
8535,рякицятиль,рякицятильница
8536,охяшнак,охяшнаца
8537,эляфонаст,эляфонастка
8538,абенест,абенестка
8539,ачильнок,ачильноца
8540,итётиль,итётильница
8541,мадака,мадачица
8542,авпыр,авпырша
8543,япернятор,яперняторша
8544,ывкидяр,ывкидярша
8545,быгщик,быгщица
8546,щадинт,щадинтка
8547,олэдчек,олэдчеца
8548,яволюцюонир,яволюцюонирка
8549,рюзетиль,рюзетильница
8550,юмещик,юмещица
8551,ёстых,ёстышка
8552,биржок,биржоца
8553,уррятырь,уррятырша
8554,ынягар,ынягарка
8555,вабатоль,вабатольница
8556,ирорь,ирорева
8557,энут,энутка
8558,лядивщок,лядивщоца
8559,утешыствыннак,утешыствыннаца
8560,ирмяцец,ирмяцеца
8561,озвэвчак,озвэвчаца
8562,ускотар,ускотарша
8563,элографуст,элографустка
8564,ислюзчёк,ислюзчёца
8565,эмромэлец,эмромэлка
8566,орбеляст,орбелястка
8567,яскётбягэст,яскётбягэстка
8568,отогь,отогьница
8569,тататяль,тататяльница
8570,огом,огомка
8571,рбич,рбичка
8572,рявыфник,рявыфница
8573,орыкюнин,орыкюнка
8574,тёжик,тёжица
8575,румяжэнин,румяжэнка
8576,ятядчик,ятядчица
8577,отпитэтыль,отпитэтыльница
8578,ытьторуст,ытьторустка
8579,ёсях,ёсяхиня
8580,увемщик,увемщица
8581,юрмювест,юрмювестка
8582,елеррячест,елеррячестка
8583,елосячифист,елосячифистка
8584,юмехюст,юмехюстка
8585,эхрёр,эхрёрша
8586,эмянест,эмянестка
8587,окрежэть,окрежэтша
8588,лубочщик,лубочщица
8589,арищтор,арищтриса
8590,ачильпак,ачильпаца
8591,шоряцетизь,шоряцетизьница
8592,рэхочанин,рэхочанка
8593,ыкрибарь,ыкрибарша
8594,евокпор,евокприса
8595,орыт,орытка
8596,рагыцутель,рагыцутельница
8597,аблилутель,аблилутельница
8598,иратар,иратарка
8599,отфилист,отфилистка
8600,уряин,уряйка
8601,бэпвук,бэпвуца
8602,ескатбовитт,ескатбовиттка
8603,емонин,емонка
8604,рыхёжянин,рыхёжянка
8605,ятать,ятатева
8606,жваленгёгт,жваленгёгтка
8607,укарлэр,укарлэрша
8608,арфёробщёк,арфёробщёца
8609,есирефт,есирефтка
8610,ёюмдык,ёюмдыца
8611,ыкналист,ыкналистка
8612,тешар,тешарка
8613,ыцсущилец,ыцсущилка
8614,оробенин,оробенка
8615,лэдюрщек,лэдюрщеца
8616,очуснук,очуснуца
8617,пёнярэтт,пёнярэттка
8618,эщажин,эщажка
8619,убсмэтормик,убсмэтормица
8620,лёцуюнт,лёцуюнтка
8621,ортор,орторша
8622,рывитоль,рывитольница
8623,жычдэнин,жычдэнка
8624,танук,тануца
8625,тудант,тудантка
8626,яжмак,яжмаца
8627,цоподэматёль,цоподэматёльница
8628,ыренонин,ыренонка
8629,аершак,аершаца
8630,учболыст,учболыстка
8631,иятлысист,иятлысистка
8632,еемнок,еемноца
8633,этнёзчяк,этнёзчяца
8634,лэлнёк,лэлнёца
8635,рузысенин,рузысенка
8636,ацдок,ацдоца
8637,инянец,инянка
8638,бесзютор,бесзюторша
8639,пюльхук,пюльхуца
8640,ровофнюк,ровофнюца
8641,ичлюр,ичлювщица
8642,энбымолец,энбымолка
8643,репюназытяль,репюназытяльница
8644,ёчуцифт,ёчуцифтка
8645,усырсотор,усырсоторша
8646,язюр,язюриха
8647,рэхежакин,рэхежакка
8648,рыфц,рыфцесса
8649,ыйцук,ыйцуца
8650,агудерь,агудерыня
8651,елямынист,елямынистка
8652,юцюсшик,юцюсшица
8653,ёзят,ёзятка
8654,ищитюр,ищитюрка
8655,мподагор,мподагрица
8656,юможнек,юможнеца
8657,уцен,уцина
8658,убапнатёр,убапнатёрша
8659,сунаритт,сунариттка
8660,юнцор,юнцовщица
8661,ибипётехь,ибипётехьница
8662,ёбзюдютель,ёбзюдютельница
8663,умныщаст,умныщастка
8664,цымарист,цымаристка
8665,овалитиль,овалитильница
8666,исясарь,исясарыня
8667,эрмач,эрмачка
8668,удасвак,удасваца
8669,экретазь,экретазша
8670,шэрэвин,шэрэвка
8671,эбчюлётель,эбчюлётельница
8672,омэщек,омэщеца
8673,шотрек,шотреца
8674,ёдсмофорщёк,ёдсмофорщёца
8675,убярлегор,убярлегорша
8676,енмяхюст,енмяхюстка
8677,ащкекбёк,ащкекбёца
8678,ёпунин,ёпунка
8679,увбонабт,увбонабтка
8680,отпятытель,отпятытельница
8681,омсямохец,омсямохка
8682,ашледятегь,ашледятегьница
8683,усет,усетка
8684,учдалыст,учдалыстка
8685,тэамд,тэамдесса
8686,арфэнобщюк,арфэнобщюца
8687,омсещт,омсещтка
8688,ужрун,ужрунья
8689,упэгьщяк,упэгьщяца
8690,алхорник,алхорница
8691,аёмдак,аёмдаца
8692,эжбак,эжбаца
8693,омишнук,омишнуца
8694,умюжняк,умюжняца
8695,лашёжщек,лашёжщеца
8696,осялик,осялица
8697,оцударь,оцударыня
8698,езчотюрь,езчотюрша
8699,ынмисэст,ынмисэстка
8700,анзир,анзивщица
8701,ёбефник,ёбефница
8702,ясгор,ясгорша
8703,омчохолец,омчохолка
8704,мипанавнк,мипанавница
8705,пюфпик,пюфпица
8706,шигюм,шигюмка
8707,эгвиоткрыватель,эгвиотркрывательница
8708,ыюрлик,ыюрлица
8709,еляр,еляриха
8710,нашеть,нашетка
8711,хачнак,хачнаца
8712,азмисчик,азмисчица
8713,рутюль,рутюльница
8714,орех,орехиня
8715,ечасэпедитт,ечасэпедиттка
8716,ровицахель,ровицахельница
8717,ёпамьчек,ёпамьчеца
8718,ажляк,ажляца
8719,ярякнор,ярякнриса
8720,облюхабёжь,облюхабёжьница
8721,осствонзак,осствонзаца
8722,оляльщик,оляльщица
8723,сэхюка,сэхючица
8724,эбмюдахель,эбмюдахельница
8725,шоард,шоардесса
8726,ладёка,ладёчица
8727,епяин,епяйка
8728,автемт,автемтка
8729,учмифац,учмифаца
8730,загвюнин,загвюнка
8731,чёпагь,чёпагьница
8732,рёфтупцюк,рёфтупцюца
8733,олшющнак,олшющнаца
8734,чецухь,чецухьница
8735,ыпжыг,ыпжыга
8736,фехтупник,фехтупница
8737,эвщёр,эвщёрша
8738,ыжзяр,ыжзявщица
8739,лещнёк,лещнёца
8740,утешэствэннок,утешэствэнноца
8741,юралавин,юралавка
8742,ещдег,ещдега
8743,ощошник,ощошница
8744,ыщильлук,ыщильлуца
8745,ацсмоторщик,ацсмоторщица
8746,ыныдор,ыныдорка
8747,ондежнык,ондежныца
8748,ямскотюрщик,ямскотюрщица
8749,фунюрифт,фунюрифтка
8750,язретарь,язретарша
8751,рэпягивадель,рэпягивадельница
8752,вюжир,вюжирка
8753,юзвуджик,юзвуджица
8754,дэждадин,дэждадка
8755,атюжель,атюжельница
